supplier_reference,price_ttc_amount,product_name
320270,26.44,Viega - Reductiemof brons 2 x 1.1/4 model 3245
320430,7.59,Viega - Piece de reduction 1/2 x 1 bronze / usine modèle 3242
321680,15.83,Viega - Mamelon fileté réduit 2 x 1 1/2 MM bronze 3245
321697,13.43,Viega - Nipple de reduction 1 1/2 x 1 Bronze / usine 3245
322175,5.2,Viega - bouchon 1 1/4 bronze / vierge modèle 3290
M66393.21,340.77,Meibes - BOUTEILLE CASSE PRESSION - MHK 25 (M3/H=2) - KW = 50 - DN 25 - - -
M66393.31,359.2,Meibes - BOUTEILLE CASSE PRESSION - MHK 32 (M3/H=3) - KW = 70 - DN 32
338534,13.23,Viega - Raccord 28 x 1 1/4 Bronze / usine
E3400000062,6.65,Atusa - Raccord fileté 3 pièces 1 FF fonte noire fig 340
E3400000092,21.08,Atusa - Raccord fileté 3 pièces 2 FF fonte noire fig 340
E3410000062,7.41,Atusa - Raccord fileté 3 pièces 1 MF fonte noire fig 341
E3410000092,23.97,Atusa - Raccord fileté 3 pièces 2 MF fonte noire fig 341
359348,15.46,Viega - Piece de reduction 1 x 1 1/4 bronze / usine 3242
447038,52.38,Viega - Raccord vise 1.1/4
447045,57.33,Viega - Raccord vise 1.1/2 MF 3341
447052,112.96,Viega - Raccord vise 2 3341
6300531,5.23,Griffon - Mastic pour filets Colmat
650858,28.58,Viega - Adaptateur 1 x 6/4 gunmetal / naturel 3242
0702360,37.39,Ubbink - Réduction inox 80x100 + joint
0702943,13.97,Ubbink - PP120 Plaq. mur.pr.Renolux 125
0703805,165,Ubbink - PP120 Flex. bobine 60 - 12.5 m
0704062,29.66,Ubbink - Coude conc. PP/bl. 80/125-90gr*
0704063,27.48,Ubbink - Coude conc. PP/bl. 80/125-45gr*
0716083,25,Ubbink - Collier centr. PP120 80 par 6
62310,41.19,Fernox - Central Heating Protector+ Filter Fluid 400 ML Express
62418,43.1,Fernox - Central Heating Protector F1 Express 400 ML
62420,43.25,Fernox - Central Heating Cleaner F3 Express 400 ML
62422,43,Fernox - Central Heating Leak Sealer F4 Express 400 ML
02-554294,48.41,Loctite - nr 542 hydraulic sealant 50 ML
05-00320,440,Itho Daalderop - unité de contrôle cube et combifort
07.92.80.007,125.62,Itho Daalderop - Sonde extérieure Combifort
50000037,4.74,Rofix -Rosace pour pied
30.1024,38.42,PAW - Clapet anti-retour SICLA 5/4 D1708
15336,119.11,Euro Index - Vanne de zone Snap On 2-voie 1 240V
15.RKA15-32,6.07,Sanutal - Etrier de mise à la terre
0184434,54.97,Ubbink - RENOL5 80 TERMINAL T120 BLK
19251I,50.09,Euro Index - BIM 100/65 + doigt de gant en inox 0+120°C
19252I,77.44,Euro Index - BIM 100/65 + doigt de gant en inox -20/+60°C
20402,2.24,Geberit - Coude 90gr Mapress Acier Carbone avec deux tuyaux d’emboitement: d=15mm
20405,3.33,Geberit - Coude 90gr Mapress Acier Carbone avec deux tuyaux d’emboitement: d=28mm
20406,7.11,Geberit - Coude 90gr Mapress Acier Carbone avec deux tuyaux d’emboitement: d=35mm
2126100,5.64,"Oventrop - Elément filtrant en tamis nickelé, acier inoxydabl e, 100-150 My"
2126300,4.18,"Oventrop - Elément filtrant en matière synthétique frittée Si ku, 50-75 My"
0222701,6.38,Ubbink - Coude PP120 60/90gr
22906,49.7,Euro Index - Set pompe groupe V
22911,73.84,Euro Index - Set pompe groupe VI
0229232,18.49,Ubbink - Sekurit PP Coude 60/100 87gr
7738111001,413.46,Bosch - Module cascade pour max. 4 chaudières
7738110141,346.25,Bosch - module mélangeur pour 2 circuits cc
BPZ:QAC22,37.13,Siemens - Sonde de température extérieure pour RVP2... CAQ 22
BPZ:QAD22,42.96,Siemens - Capteur à pince pour RVP2... QAD 22
21326,106.23,"Geberit - Té Mapress Acier Carbone avec filetage intérieur: d=76,1mm, Rp=3/4, d1=76,1mm - 21326"
0229101,38.94,Ubbink - ROLUX 60-100 PP120 HRTOP MUR - 0229101
0229520,29.36,Ubbink - UB.Sekurit PP Coude 80/125 87gr - 0229520
2548552,145,Wilo - Plavis 013-C-2G - 2548552
M26102.3,1345.74,Meibes - Kombimix non traité/méd. UPM3 Hybrid 15/70 avec servomoteur flamco - M26102.3
30.1023,38.42,PAW - Clapet anti-retour SICLA 4/4 D1692 - 30.1023
30314,14.86,Euro Index - RF100 R1/2 RAD 0+10 - 30314
3010804,216,Neotherme - Chaudière électrique 75l avec résistance humide murale verticale 230V/1200W (BL75) - 3010804
8000021090,1582.08,Vaillant - Ballon d'eau chaude indirecte 300 L pour pompe à chaleur - 8000021090
83716212,71.42,Begetube - Tuyau multicouche isolé 6mm Alpex duo XS 16x2mm rouge en rouleau 50m chauffage central et plomberie
83716222,71.42,Begetube - Tuyau multicouche isolé 6mm Alpex duo XS 16x2mm bleu en rouleau 50m CV et plomberie - 83716222
0010016431,7995,Vaillant flexoCOMPACT exclusive - Pompe à chaleur géothermique VWF 58/4 5kW avec chaudière 171L 1*230V - 0010016431
83720212,114,Begetube - Tuyau multicouche isolé 6mm Alpex duo XS 20x2mm rouge en rouleau 50m CV et plomberie - 83720212
82826200,9.48,coude à sertir plastique 26/3mm FF 90° eau potable Begetube DUO XS PPSU
82826201,8.59,Begetube - Genou presseur plastique 26/3mm FF 45° (potable) eau DUO XS PPSU - 82826201
7826400,1449,Tzerra Ace-Matic 28c remeha (ex 7678097)
FMM2206007010R00,323.18,Radson Integra Parada Flex 8C 22 - Radiateur Radson - HxL=600x700 1173 Watt
FMM2206009010R00,360.4,Radson Integra Parada Flex 8C 22 - Radiateur Radson - HxL=600x900 1508 Watt
FMM2207510010R00,471.33,Radson Integra Parada Flex 8C 22 - Radiateur Radson - HxL=750x1000 2000 Watt
FMM2207504010R00,268.66,Radson Integra Parada Flex 8C 22 - Radiateur Radson - HxL=750x400 800 Watt
FMM2207506010R00,318.52,Radson Integra Parada Flex 8C 22 - Radiateur Radson - HxL=750x600 1200 Watt
FMM2207507010R00,343.88,Radson Integra Parada Flex 8C 22 - Radiateur Radson - HxL=750x700 1400 Watt
FMM2207509010R00,423.22,Radson Integra Parada Flex 8C 22 - Radiateur Radson - HxL=750x900 1800 Watt
FMM2209010010R00,541.13,Radson Integra Parada Flex 8C 22 - Radiateur Radson - HxL=900x1000 2301 Watt
FMM2209012010R00,595.77,Radson Integra Parada Flex 8C 22 - Radiateur Radson - HxL=900x1200 2761 Watt
FMM2209004010R00,281.35,Radson Integra Parada Flex 8C 22 - Radiateur Radson - HxL=900x400 920 Watt
FMM2209006010R00,344.49,Radson Integra Parada Flex 8C 22 - Radiateur Radson - HxL=900x600 1381 Watt
FMM2209007010R00,399.19,Radson Integra Parada Flex 8C 22 - Radiateur Radson - HxL=900x700 1611 Watt
FMM2209009010R00,483.5,Radson Integra Parada Flex 8C 22 - Radiateur Radson - HxL=900x900 2071 Watt
FMM3304010010R00,424.62,Radson Integra Parada Flex 8C 33 - Radiateur Radson - HxL=400x1000 1664 Watt
FMM3305010010R00,487.63,Radson Integra Parada Flex 8C 33 - Radiateur Radson - HxL=500x1000 1994 Watt
FMM3306012010R00,607.83,Radson Integra Parada Flex 8C 33 - Radiateur Radson - HxL=600x1200 2771 Watt
FMM3309010010R00,747.62,Radson Integra Parada Flex 8C 33 - Radiateur Radson - HxL=900x1000 3171 Watt
FMM3309012010R00,828.85,Radson Integra Parada Flex 8C 33 - Radiateur Radson - HxL=900x1200 3805 Watt
FMM3309004010R00,381.98,Radson Integra Parada Flex 8C 33 - Radiateur Radson - HxL=900x400 1268 Watt
FMM3309006010R00,467.44,Radson Integra Parada Flex 8C 33 - Radiateur Radson - HxL=900x600 1903 Watt
FMM3309007010R00,559.84,Radson Integra Parada Flex 8C 33 - Radiateur Radson - HxL=900x700 2220 Watt
FMM3309009010R00,661.71,Radson Integra Parada Flex 8C 33 - Radiateur Radson - HxL=900x900 2854 Watt
FMM2105012010R00,379.42,Radson Integra Parada Flex 8C 21 - Radiateur Radson - HxL=500x1200 1336 Watt
FMM2109004010R00,309.45,Radson Integra Parada Flex 8C 21 - Radiateur Radson - HxL=900x400 706 Watt
FMM2109006010R00,343.45,Radson Integra Parada Flex 8C 21 - Radiateur Radson - HxL=900x600 1059 Watt
FMM2109007010R00,360.31,Radson Integra Parada Flex 8C 21 - Radiateur Radson - HxL=900x700 1236 Watt
8000011227,323.9,Vaillant - Pompe de circulation - 8000011227
83616402,140.01,Alpex duo XS avec gaine de protecion rouge 16x2mm Rouleau 100m begetube (ex 820171100)
83620202,122,Alpex duo XS avec gaine de protecion rouge 20x2mm Rouleau 50m begetube (ex 820341050)
3100431,122.66,Neotherme - Chaudiere 15L a encastrer - 3100431
3010803,202.22,Neotherme - Chaudiere electrique 50L Resistance Humide - 3010803
2120639,887.71,"Wilo - Pompe de circulation Yonos Maxo 25/0,5-7 - 2120639"
1122372,269,"Uponor- Feuille d'agrafage transparente 0,2mm 1,03x100m=103m - 1122372"
RAM811TOP3,134.41,"Thermostat à horloge digital BLE 2x1,5V 24H/ 7J 1NO 10A IP40 Tempolec (ex RAM811TOP2)"
1.18401E+14,291.34,Vasco - Récepteur et thermostat E-VOLVE EV-RF blanc (RAL9016) - 118400600009016
FF35080,179.15,Rothenberger - Adaptateur fileté R 1/2 mâle vers 1 1/4 mâle - FF35080
476861,219.49,Courbe à sertir cuivre 108 FF 90° eau potable Viega Profipress 2416XL
13316,88.24,Flamco - Vase d'expansion Flexcon P 18/1.0 - 3bar
13326,102.3,Flamco - Vase d'expansion Flexcon P 25/1.0 - 3bar - 13326
13336,126.57,Flamco - Vase d'expansion Flexcon P 35/1.0 - 3bar - 13326
13357,160.27,"Flamco - Vase d'expansion Flexcon P 50/1,5 - 3bar - 133357"
Non available,255,Non available
0010038912,243.51,Vaillant - Chauffe-eau Solaire eloSTOR pro-VEH 10/2-3 de base - 0010038912
110226052,51.23,"Begetube - Ensemble à trois voies + coude, droit TH 5000/ ZR - 110226052"
E2710000062,3.2,Atusa - Manchon de montage 1 lr Gauche - E2710000062
309010756,7.99,Begetube - Raccord droit 3/4 Mx26/3 plastique pour eau (potable) - 309010756
329565656,15.25,Begetube - Raccord à fiche en T 3 x 26/3 - 329565656
E0920000032,1.8,"Atusa - Coude fileté fonte noire 3/8"" FM - E0920000032"
F0960100082,29.13,Atusa - Raccord fileté 90° 3 pièces 1.1/2 FF fonte galvanisée - F0960100082
F0980100092,52.31,"Atusa - Raccord genou Galva mâle-femelle 2"" - F0980100092"
0020276092,66.55,Bulex - Adaptateur 80/80 sortie connexion parallèle - 0020276092
10113,58.34,Euro Index - Filtre double 500l MF 3/8 - 10113
M66337.3,50.28,Lit May - fixation murale pour set type m 4705 - M66337.3
Non available,8.1,Non available
3930-02.142,5.13,Heimeier - Clé de réglage éclipse - 3930-02.142
40003644,4.86,Rofix - Coude Coverfix DN15 mini 210mm x 114mm x 2mm - 40003644
40003647,8.35,"Rofix - Coude Coverfix DN32 max d: 42,3mm 300mm x 139mm x 2mm - 40003647"
40003648,11.93,Rofix - CoverFix courbe DN40 (max. Ø 56mm) - 380mm x 170mm x 2mm - 40003648
0498256,65.51,VSH - Raccord à compression avec vanne d'arrêt/purge 22x22 S0000B - 0498256
Non available,6.95,Non available
680026,8.16,"Caleffi - Raccord Darcal 23p1.5 11,5-12/16-18,4 en laiton - 680026"
31.742.00.80,40.62,Isoléco - Plaque de finition Inox 80 mm - 31.742.00.80
31.742.01.30,40.62,Isoléco - Plaque de fixation Inox AFPI d130 -  31.742.01.30
31.742.01.50,40.62,Isoléco - Plaque de finition Inox d150 - 31.742.01.50
PNG23D060,0.78,ZNB - embout fileté 1/2 x 60 mm galvanisé - PNG23D060
PNG23D100,1.14,ZNB - extrémité filetée 1/2 x 100 mm galvanisée - PNG23D100
PNG23D150,1.47,ZNB - extrémité filetée 1/2 x 150 mm galvanisée - PNG23D150
PNZ23E060,0.9,ZNB - Extrémité filetée 3/4 x 60 mm en fonte noire - PNZ23E060
PNZ23F040,1.19,ZNB - Extrémité filetée 3/4 x 40 mm en fonte noire - PNZ23E040
PNZ23F120,2.06,ZNB - Extrémité filetée 120 mm en fonte noire - PNZ23E120
PNZ23G060,2.06,ALLONGE NOIRE 5/4 - 60 MM
PNZ23G080,2.16,ZNB - extrémité filetée 1 1/4 x 80 mm - PNZ23G080
PNZ23G120,2.37,ALLONGE NOIRE 5/4 - 120 MM
DE-A60065,10.29,"Delavan - pulvérisateur 60° avec débit jusqu'à 0,65 US Gal/h A - DE-A60065"
F49474/GR,19.27,Caleffi - Filtre gris dirtmagplus + entretien - F49474/GR
1013907,3.66,Uponor - Unipipe Pièce de transition intérieur-extérieur 1/2 MLC - 1013907
1046921,41.47,Uponor - Unipipe Press Té 40 x 40 x 40 - 1046921
1046928,51.81,Uponor - Presse Unipipe Té 50 x 50 x 50 - 1046928
1039968,44.29,Uponor - S-Press PLUS Té réducteur PPSU 50-25-50 - 1039968
1070518,11.84,Uponor - Douille à vis S-Press PLUS 20-RP1 FT - 1070518
1070571,15.92,Uponor - S-Press PLUS Té réducteur 20-25-20 - 1070571
1070575,15.92,Uponor - S-Press PLUS Té réducteur 25-20-16 - 1070575
102004,12.27,Sferaco - vanne 1/2 fig 102 - 102004
102008,41.05,Sferaco - vanne/vanne 6/4 fig 102 - 102008
31.419.91.50,30.77,Isoléco - pièce de couplage de flex SP à fixe d.150 - 31.419.91.50
FAW4ROROSPTDFL00,8.52,Radson - capteur de sol externe - 55820
694647,14.28,Viega - Megapress 4216.1 Coude 90° 3/4 MF - 694647
4800807,12.32,VSH XPress - Coude à sertir en cuivre rouge 22 mm - 7087
0861971,93.75,VSH - raccord à compression modèle VSH Super S1202 droit m 1/4 x 8mm - 0861971
0865524,8.57,VSH - Coude de couplage à compression Super S1214 f 3/4 x 18mm - 865524
865785,30.17,"Rothenberger - lame de scie tigre pour tôle, tube, profilé <3,0 mm 150 mm - 18 T/ 5 pièces - 865785"
865788,40.55,"Rothenberger - lame de scie universelle 200x20x0,9 (jeu par 5) - 865788"
0870034,1.31,VSH - Écrou de couplage à compression Super S1280 15 mm - 0870034
0879879,67.1,"VSH - Raccord à compression Super G1280, écrou gaz 28 mm - 0879879"
90888,44.3,Geberit - Bague d'étanchéité Mapress FKM bleu 54mm - 90888
PNG23D080,0.9,ZNB - embout fileté 1/2 x 80 mm galvanisé - PNG23D080
PNG23D120,1.31,ZNB - embout fileté 1/2 x 120 mm galvanisé - PNG23D120
PNG23E080,1.02,ZNB - filet d'embolisation 1/2 x 120 mm galvanisé - PNG23D120
PNG23E150,1.88,ZNB - embout fileté 3/4 x 150 mm galvanisé - PNG23E150
31.752.11.30,12.83,Isoléco - équerre de fixation inox flexible 130 mm - 31.752.11.30
31.752.11.50,13.34,Isoléco - équerre de fixation inox flexible 150 mm - 31.752.11.50
1000002701,31.63,Rothenberger - Pince multiprise ROGRIP F 7 1K - 1000002701
694579,13.86,"Viega - Megapress Bend modèle 4226 45* 1/2"" FF - 694579"
694630,12.72,"Viega - Megapress Bend 90° modèle 4216.1 de 1/2"" MF - 694630"
694654,17.25,"Viega - Megapress Bend 90° modèle 4216.1 de 1"" MF - 694654"
694869,32.48,"Viega - Chaussette coulissante Megapress 2"" modèle 42155 - 694869"
695033,32.32,Viega - Pièce en T Megapress 1 x 1/2 x 1 modèle 4218 - 695033
695408,20.62,Viega - Réducteur Megapress 1 x 1/2 modèle 42151 - 695408
695415,19.97,Viega - Réducteur Megapress 1 x 3/4 modèle 42151 - 695415
064460699,9.33,"Schell - Raccord à compression angle droit 10mm 3/8"" - 064460699"
1060308,78.3,"Oventrop - Vanne droite Hydrocontrol1 avec 1 point de mesure, 1 robinet de vidange - 1060308"
31.060.00.05,9.73,Isoléco - rouleau de ruban d'étanchéité 5m - 31.060.00.05
40003649,12.08,Rofix - Coude Coverfix DN50 max d:70mm 390mm x 196mm x 2mm - 40003649
0411061,48.4,VSH - douille en laiton 6/4 - 0411061
6191141,63.6,VSH - Douille adaptateur XPress inox mf 22 x 18 mm - 6191141
6191471,96.35,VSH - Pièce en T XPress inox 35 x 22 x 35 - 6191471
6191493,108.45,VSH - XPress Inox R2714 Pièce en T 35 x 35 x 35 - 6191496
4801324,33.3,VSH - Adaptateur de presse XPress Copper 6270G 3/4F x 18 VSH - 4801324
4802611,160.4,VSH - Presse Cuivre 6331G Presse - Raccord 3 pièces 1/2Mx18 - 4802611
4800301,24.2,VSH - XPress Copper 7002A coude à pression 90° 12 FF - 4800301
4802435,42.26,VSH - XPress cuivre 7243 réducteur de presse 67x42 MF - 4802435
0862268,129.25,VSH - Adaptateur de compression Super S1204 droit f 3/8 x 8mm - 0862268
0866613,58.1,VSH -Super S1220 compression-T 42mm - 0866613
0879648,12.1,VSH -Super S1220 compression-T 42mm - 0866613
88818,52.41,Rothenberger RO Slice coupe-tube 18 mm - 88818
4804668,10.94,"VSH - Coude de transition à pression bronze 18mm x 1/2"" F 90° gaz XPress Cuivre Gaz G6090G 1/2 F x 18 - 4804668"
4804679,12.26,"VSH - XPress Cuivre Gaz G6090G Coude de transition à presser bronze 18mm x 3/4"" F 90° gaz - 4804679"
4804767,11.94,VSH - XPress Copper Gas G6096G presse-raccord coudé en bronze 3 pièces 1/2 M x 18 - 4804767
4804250,15.73,VSH - XPress Copper Gas G6096G presse-raccord coudé en bronze 3 pièces 1/2 M x 18 - 4804767
6340994,99.66,VSH - XPress Traverse de presse en acier galvanisé C1447 en acier au carbone Traverse 90 54 - 6340994
1014654,104.6,Uponor - Coude de transition pour presse MLC Press en laiton 14 x 12 - 1014654
1048553,248.94,"Uponor - Pièce en T composite RTM, graduée 20 x 16 x 20 mm - 1048553"
1048554,248.94,"Uponor - Pièce en T composite RTM, graduée 20 x 16 x 16 mm - 1048554"
1048555,248.94,"Uponor - Pièce en T composite RTM, graduée 20 x 20 x 16 mm - 1048555"
1048566,316.8,Uponor - Raccord RTM avec filetage mâle 16 mm x 1/2 filetage mâle - 1048566
1057379,18.43,Uponor - Coude de raccordement RTM 16 x 15 Cu mm longueur 200 mm - 1057379
1059013,6.19,Uponor - Embout RTM 16 - 1059013
AZ04TH5955990000,26.46,Radson - Bouton de thermostat DTW blanc - AZ04TH5955990000
AZ04TH59560000SCHRO,40.4,Radson - Bouton de thermostat DTW chromé - AZ04TH59560000SCHRO
83516401,121,Begetube - Alpex duo XS sans gaine de protecion 16 x 2mm Rouleau 100m - 83516401
83516901,605,Begetube - Alpex duo XS sans gaine de protecion 16 x 2mm Rouleau 500m - 83516901
7689679,38.27,Remeha - Motor Driewegklep Remeha - 7689679
FML2209008010R00,316.74,"Radson - Radiateur panneau Integra Flex 8C 22 HxL=900x800mm 1910Watt EN442 75/65/20 blanc RAL9016, raccordement : droite / centre - FML2209008010R00"
388060110LB1000,421.96,Vasco - Radiateur Sierra IRIS HDM-A LxH 600x1104 RAL9016 - 388060110LB1000
A06110400001SP00,8.15,Radson - Panneau latéral pour radson type 11 droit H=400mm - A06110400001SP00
82820100,4.68,Begetube - Manchon de presse plastique 16/2mm FF (Possible) Eau Begetube Duo Xs PPSU - 82820100
82832100,10.25,Begetube - Manchon de presse plastique 16/3mm FF (Possible) Eau Begetube Duo Xs PPSU - 82832100
0010047211,97.66,"Vaillant - Kit de conversion, BE (6-7c) - 0010047211"
82832366,15.57,Begetube - Té réduit à sertir plastique 32/3x26/3x26/3mm FFF eau potable DUO XS PPSU - 82832366
82840360,24.22,Begetube - té réduit à sertir xxmm FFF ALPEX L PPSU - 82840360
0010038388,80.94,Vaillant - Kit de remplissage circuit de chauffage uniTOWER pure - 0010038388
0010038391,173.32,Vaillant - Vase d’expansion sanitaire 8L pour uniTOWER pure (1 HC) VWL 108/7.2 IS - 0010038391
7736902246,23.2,Bosch - Adaptateur DN80/125 - 7736902246
7736902436,2258,Bosch - Chaudière à condensation murale au gaz solo étanche GC7700iW 35 P 23 34 kW - 7736902436
7736902475,2128,Bosch - Chaudière à condensation murale au gaz solo étanche GC7700iW 20/30 C 23 cc 20 kW ac 29.4 kW - 7736902475
7736902477,2028,Bosch - Chaudière à condensation murale au gaz solo étanche GC7700iW 25 P 23 24 kW - 7736902477
AGT5BW5115462100,22.93,Radson - console séparée pour radiateur horizontal 300mm x2 MCW-7 - AGT5BW5115462100
AGT5BW5115462200,23.9,Radson - console séparée pour radiateur horizontal 400mm x2 MCW-7 - AGT5BW5115462200
AGT5BW5115462500,26.62,Radson - console séparée pour radiateur horizontal 600mm x2 MCW-7- AGT5BW5115462500
AGT5BW5115462600,28.59,Radson - console séparée pour radiateur horizontal 750mm x2 MCW-7- AGT5BW5115462600
AGT5BW5115462700,30.86,Radson - console séparée pour radiateur horizontal 900mm x2 MCW-7- AGT5BW5115462700
7736902435,3241.03,Bosch - Chaudière à condensation murale au gaz solo étanche GC7700iW 30/50 C23 cc 30.2 kW ac 48.9 kW - 7736902435
T1114,9.72,Henrad - Flacon de paunture 12ml BLANC 9016 - T1114
91090557,100.38,ACV - Adaptateur 80/125 avec ouvertures de mesure pour chaudières HRE - 91090557
JJD710439300,19.23,Remeha - Probe Ctn Tods Remeha (Ex Sx710439300) - Jjd710439300
UE028WH,97.07,Spirotech - Separateur d impuretes Spirotech Mbc1 28Mm Knel Horizontal et Vertical Avec Aimant - Ue028Wh
S100890,47.19,Remeha - Ignition & Ionisation Electrode Calenta Remeha - S100890
BPZ:REV24RF/SET,283.3,Siemens - Thermostat sans fil Minuterie hebdomadaire - REV24RFS
2120644,1059.22,"Wilo - Yonos MAXO 30/0,5-12 - 2120644"
2120646,1241.81,"Wilo - Pompe de circulation Yonos MAXO 40/0,5-8 - 2120646"
2120647,1469.12,"Wilo - Pompe de circulation Yonos MAXO 40/0,5-12 - 2120647"
10071741,9383.4,Alpha-InnoTec - Pompe à chaleur sol/eau Alterra SWCV 62K3 6kW 3*400V - 10071741
10072241,10060.71,Alpha-InnoTec - Pompe à chaleur sol/eau Alterra WZSV 62K3M 6kW avec boiler 178L 1*230V - 10072241
10076441,10943.4,Alpha-InnoTec - Pompe à chaleur sol/eau Alterra WZSV 92K3M 9kW avec boiler 178L 1*230V - 10076441
7736902437,2838,Bosch - Chaudière à condensation murale au gaz solo étanche GC7700iW 45 P 23 43 kW - 7736902437
4232691,138.99,Wilo - Pompe de circulation Atmos PICO 25/1-4 - 4232691
4232694,163.51,Wilo - Pompe de circulation Atmos PICO 25/1-6 - 4232694
4232695,188.04,Wilo - Pompe de circulation Atmos PICO 30/1-6 - 4232695
S100817,111.06,"Remeha - Cartouche domestique 8,5L/Min+Capteur de chute Remeha - S100817"
S101619,50.72,Remeha - Transformateur d'allumage Incl. Électrode d'allumage et d'ionisation Quinta Pro - S101619
S62743,34.53,Remeha - Electrode allumage & ionisation Avanta(Plus)/Aquan ta - S62743
COLO0.HBCF.HC.4,106.74,Jaga - Bloc inférieur vertical set 2 tubes 102 - COLO0.HBCF.HC.4
COLO0.HBCW.HC.4,106.74,Jaga - Bloc inférieur 2 tubes 101 horizontal - COLO0.HBCW.HC.4
S100604,59.94,Remeha - Electrode allumage et ionisation Gas 210 Eco PRO - S100604
S54339,32.38,Remeha - Électrode d'allumage et d'ionisation Quinta 25-115 avec joint - S54339
RAM812TOP3,176.19,Theben - Thermostat horloge digitale BLE230V 50HZ 24H/7J 1NO10A IP40 - RAM812TOP3
322224-10113,105.86,IMI Ta - Motor TA Slider Servomoteur électrique 160 24VAC/VDC 3m - 322224-10113
1000001889,189.23,Rothenberger - Mâchoire standard B Maxipro 1/4 - 1000001889
1000001890,189.23,Rothenberger - mâchoire de presse standard B Maxipro 3/8 - 1000001890
1000001891,203.97,Rothenberger - Mâchoire standard B Maxipro 1/2 - 1000001891
1000001892,203.97,Rothenberger - mâchoire de presse standard B Maxipro 5/8 - 1000001892
1000003581,636.59,Rothenberher - set machoires de sertissages Standard B Maxipro 1/4-3/8-1/2-5/8 en rocase - 1000003581
10079901,6398.13,Alpha-InnoTec - Unité extérieure pompe à chaleur air/eau monobloc Jersey Jersey 7 7kW 1*230V - 10079901
15214101,236.93,Alpha-InnoTec - unité de commande d'ambiance alpha RCU Jersey - 15214101
15215041,4538.15,Alpha-InnoTec- Unité intérieur pompe à chaleur  Jersey HT 7 avec boiler 180L 1*230V - 15215041
15221101,1878.53,"Alpha-InnoTec - Ballon tampon eau chaude Alpha WWS 280 3,6m2 surface d'échange - 15221101"
15221201,2241.24,"Alpha- InnoTec - Alpha WWS 430 réservoir tampon d’eau chaude 5,1m - 15221201"
62251,592.12,Fernox - séparateur de boues TF1 Omega 28mm à compression horizontal et vertical avec aimant - 62251
6206530,108.94,VSH - XPress bout à souder en acier Acier galvanisé C1432 - 6206530
6206541,165.9,VSH - XPress Terminaison à souder à sertir acier C1432 - 6206541
6209711,265.54,VSH - XPress réducteur de presse-T acier 108x22x108mm FFF chauffant Acier galvanisé C1415 - 62097111
0010039097,1769,Vaillant - Chaudière murale gaz à condensation fermée sur PROPANE modèle ecoTEC plus VC25 CS/1-5 25 kW - 0010039097
605002416,0.71,"Begetube douille de protection 400 m, dia. 16/17/18 605002416"
82816200,4.53,Begetube - coude à sertir plastique 16/2mm FF 90° eau potable DUO XS PPSU - 82816200
82832300,17.65,Begetube - té à sertir plastique 32/3mm FFF eau potable DUO XS PPSU - 82832300
0020170503,272.73,Vaillant - Kit d'installation pompe de circulation pour pompes à chaleur Eco-AutoCOMPACT et uniTOWER - 0020170503
476892,219.49,"Viega - Coude à sertir en cuivre 90°, 108 x 108 MF  eau (potable) Profipress 2416.1XL - 476892"
476922,205.16,Viega - Presse cuivre coude 45 108 x 108 FF eau potable Profipress 2426XL - 476922
477011,321.05,Viega - Presse Cuivre Té 108 x 108 x 108 EAU potable Profipress 2418XL - 47701
534097,296.74,"Viega - Presse Cuivre Té 88,9 x 3/4 x 88,9 eau (potable) Profipress 2417.2XL - 534097"
534110,364.82,Viega - Presse en cuivre Té de transition F 108 x 3/4 x 108 pour eau (potable) Viega Profipress 2417.2XL - 534110
534158,216.33,"Viega - Transition cuivre 4"" M x 108mm F (potable) eau Profipress 2411XL - 534158"
WPF106904,19,Soper Raccord diélectrique 3/4 MF soper (ex 888225) WPF106904
06618601,3567.56,ACV - Boiler chauffage Smart 420 - 06618601
BZMP.05507512,1103.52,Jaga Briza Plug & Play convecteur H055 L075 2P
BZMP.05509512,1187.06,Jaga Briza Plug & Play convecteur H055 L095 2P
BZMP.05512512,1393.93,Jaga Briza 12 Plug & Play convecteur H055 L125 2P
BZMP.05514512,1479.85,Jaga Briza 12 Plug & Play convecteur H055 L145 2P
7735614,1879.06,Remeha - Pompe à chaleur hybride Elga Ace unité extérieure AWHPT 6MR - 7735614
7741499,2365.49,Remeha - Pompe à chaleur hybride Elga Ace unité intérieure H 6KW - 7741499
0229532,33.21,Ubbink - Sekurit PP dégradé 80/125 L1000 - 0229532
0229533,57.82,Ubbink - Sekurit PP dégradé 80/125 L2000 - 0229533
477066,93.58,Viega - Manchon de presse en cuivre 88.9 X 88.9 FF EAU Profipress 2415XL - 477066
180041240,52.7,Begetube - Moteur électrique 230volt sans courant fermé avec contact de fin de ligne - 180041240
271893,19.48,Viega - Manchon de réduction bronze 2 x 1.1/4 modèle 3240 - 271893
320249,11.37,Viega - Accouplement à vis 3/4 x 1 bronze / modèle vierge 3335 - 320249
100490,1.75,Viega - Rallonge de robinet 1/2 x 10 modèle 1513 Laiton / blanc - 100490
1070640,10.88,Uponor - Plaque murale Smart Aqua S-Press PLUS 20-RP1/2 FT - 1070640
1070641,10.49,Uponor - Plaque murale Smart Aqua S-Press PLUS 20-RP3/4 FT - 1070641
1070650,9.97,Uponor - Genou de transition Smart Aqua S-Press PLUS 16-15CU L=150MM - 1070650
